"Order Number",SKU,Quantity,Carrier,"Service Level",Tracking,Cost,"Package Weight","Package Length","Package Width","Package Height"
="1044892",="QRC280J-NEW",="1",USPS,first_class_mail,="9400111298370528626057",="2.7",="2",,,
="1044894",="98003061083-REF",="1",USPS,first_class_mail,="9400111298370528655101",="2.76",="2.9",,,
="1044908",="BN59-01301A-NEW-7",="1",USPS,first_class_mail,="9400111298370528653015",="3.09",="3.6",,,
="1044889",="101018E0054-USED",="1",USPS,first_class_mail,="9400111298370528657907",="2.68",="2.3",,,
="1044906",="111203301-NEW-4",="1",USPS,priority_mail,="9405511298370528652134",="6.95",="6.4",,,
="1044893",="RC-ALIR-NEW",="1",USPS,first_class_mail,="9400111298370528663847",="2.7",="2.5",,,
="1044896",="ELEM-REM-1-NEW",="1",USPS,first_class_mail,="9400111298370528651707",="2.7",="3.6",,,
="1044891",="3903-001117-NEW-249",="1",USPS,first_class_mail,="9400111298370528665711",="2.84",="3.8",,,
="1044901",="BN94-12410A",="1",USPS,first_class_mail,="9400111298370528660235",="5.24",="14.3",,,
="1044911",="65UF6800UA-STAND-USED",="1",USPS,priority_mail,="9405511298370528688485",="7.49",="16",,,
="1044887",="BN96-43169A-NEW-1",="1",USPS,first_class_mail,="9400111298370528603881",="2.76",="3.9",="8",="5",="2"
="1044915",="3903-001083-NEW-109",="1",USPS,first_class_mail,="9400111298370528604482",="3.09",="3.8",,,
="1044913",="3903-000853-NEW-202",="1",USPS,first_class_mail,="9400111298370528607667",="2.76",="3.5",,,
="1044899",="AKB75095307-NEW-14",="1",USPS,first_class_mail,="9400111298370528600026",="2.76",="2.9",="9",="7",="2"
="1044885",="VizioCord-63",="1",USPS,first_class_mail,="9400111298370528939744",="2.76",="3.8",,,
="1044897",="48-55-EH-RECT-USED-6",="1",FEDEX,home_delivery,="779708069006",="11.59",="128",,,
="1044914",="48-55-EH-RECT-USED-3",="1",FEDEX,home_delivery,="779708084326",="12.53",="128",,,
="1044900",="BN44-00775A",="1",FEDEX,2day,="779708098837",="8.2",="32",,,
="1044880",="PK101W1100I",="1",USPS,first_class_mail,="9400111298370528936460",="5.02",="13.9",,,
="1044918",="55.50T32.C17",="1",USPS,first_class_mail,="9400111298370528931540",="2.68",="3.5",,,
="1044886",="SY14391",="1",USPS,first_class_mail,="9400111298370528912747",="3.88",="10.2",,,
="1044902",="1-895-676-11",="1",USPS,first_class_mail,="9400111298370528914161",="2.68",="3.8",,,
="1044890",="67H1277",="1",USPS,first_class_mail,="9400111298370528910033",="4.06",="10",,,
="1044919",="BN44-00827A",="1",USPS,first_class_mail,="9400111298370528945783",="2.68",="1.04",,,
="1044910",="BN96-22411A",="1",USPS,first_class_mail,="9400111298370528940887",="3.28",="5",,,
="1044917",="RUNTK0288FV",="1",USPS,first_class_mail,="9400111298370528970693",="3.36",="5.3",,,
="1044909",="BN96-40852A",="1",USPS,first_class_mail,="9400111298370528977579",="2.7",="3.4",,,
="1044895",="BN96-30147A",="1",USPS,first_class_mail,="9400111298370528971034",="3.22",="6",,,
="1044898",="QN75Q70RAF-USED",="1",USPS,priority_mail,="9405511298370528994500",="8.2",="64",,,
="1044888",="056.04198.0041",="1",USPS,priority_mail,="9405511298370528998812",="9.26",="48",,,
="1044882",="W10861656",="1",USPS,priority_mail,="9405511298370528929830",="7.88",="32",,,
="1044907",="E50-D1-USED",="1",USPS,first_class_mail,="9400111298370528953030",="5.02",="13.3",,,
="1044916",="BN96-36499F-NEW",="1",USPS,first_class_mail,="9400111298370528952040",="2.7",="3.7",,,
="1044912",="UN65KS8000FXZA-NEW",="1",UPS,,1ZA813770170081384,="0",,,,
="1044925",="50LF621U19-NEW",="1",USPS,priority_mail,="9405511298370520075054",="7.49",="16",,,
="1044922",="RMT-TX200U-NEW",="1",USPS,first_class_mail,="9400111298370520078731",="2.76",="4",,,
="1044921",="MIP550D-5TE",="1",USPS,priority_mail,="9405511298370520071803",="6.95",="16",,,
="1044924",="BN95-00571B",="1",USPS,first_class_mail,="9400111298370520092911",="2.84",="4",,,
="1044923",="55.50T15.C11",="1",USPS,first_class_mail,="9400111298370520096728",="2.76",="4",,,
="1044926",="XBR-49X800E-STAND-NEW",="1",USPS,priority_mail,="9405511298370520020504",="9.26",="48",,,
="1044927",="55.50T32.C13",="1",USPS,first_class_mail,="9400111298370520849669",="2.7",="3.5",,,
="1044928",="A-2068-395-B",="1",USPS,priority_mail,="9405511298370520845992",="8.5",="32",,,
="1044929",="BN96-38964W-BN96-35223A-77",="1",FEDEX,home_delivery,="779710087358",="12.29",="80",,,
="1044930",="40T2F-REM-NEW",="1",USPS,first_class_mail,="9400111298370520340661",="2.84",="3",,,
="1044931",="91.76Q01.001G",="1",USPS,first_class_mail,="9400111298370520201368",="4.06",="10.4",,,
="1044934",="AKB75375604-NEW-10",="1",USPS,first_class_mail,="9400111298370520106458",="3.09",="4",,,
="1044937",="5304514335",="1",USPS,priority_mail,="9405511298370520438101",="9.22",="96",,,
="1044936",="188153",="1",USPS,first_class_mail,="9400111298370520410159",="4.98",="13.3",,,
="1044933",="40T2F-REM-NEW",="1",USPS,first_class_mail,="9400111298370520479873",="2.7",="3",,,
="1044905",="ELCFW329-NEW",="1",FEDEX,home_delivery,="779717755356",="15.44",="64",,,
="1044884",="VA96-01015A-NEW",="1",FEDEX,2day,="779717725478",="8.2",="32",,,
="1044883",="UN60JU6500F-USED",="1",FEDEX,home_delivery,="779717786193",="12.55",="160",,,
="1044935",="UN60F7050AF-USED",="1",FEDEX,home_delivery,="779717828160",="12.44",="192",,,
="1044939",="POLAREM3-NEW",="1",USPS,first_class_mail,="9400111298370526032430",="2.66",="3.2",,,
="1044941",="QRC280J-NEW",="1",USPS,first_class_mail,="9400111298370526015129",="2.76",="2.3",,,
="1044940",="QRC280J-NEW",="1",USPS,first_class_mail,="9400111298370526010490",="2.76",="3",,,
="1044938",="BN96-3826A-38527A-2",="1",USPS,first_class_mail,="9400111298370526090713",="5.02",="13.4",,,
="1044944",="3903-001117-NEW-116",="1",USPS,first_class_mail,="9400111298370526005915",="3.09",="4",,,
="1044943",="AP6837513",="1",USPS,priority_mail,="9405511298370526838141",="13.75",="64",,,
="1044942",="40T2F-REM-NEW",="1",USPS,first_class_mail,="9400111298370526812216",="2.66",="3.1",,,
="1044945",="101018E0067-NEW",="1",USPS,first_class_mail,="9400111298370526863607",="3.09",="2.5",,,
="1044946",="EAT63435701",="10",USPS,first_class_mail,="9400111298370526228314",="2.7",="3.8",,,
="1044950",="E500AR-NEW",="1",USPS,priority_mail,="9405511298370526250967",="8.5",="32",,,
="1044947",="AE0050411",="1",FEDEX,2day,="779722380263",="41.05",="32",,,
="1044981",="08-CS49TML-LC224AA",="1",USPS,first_class_mail,="9400111298370521825273",="4.33",="11",,,
="1044969",="6871L-4293F",="1",USPS,first_class_mail,="9400111298370521823811",="3.09",="3.4",,,
="1044960",="VN43US100U0XAU",="1",FEDEX,2day,="777513470387",="8.2",="32",,,
="1044951",="4T-TCN550-CS15",="1",USPS,first_class_mail,="9400111298370521828465",="3.63",="4.2",="9",="7",="2"
="1044977",="NS-40D510NA17-NEW",="1",FEDEX,2day,="777513501162",="8.2",="32",,,
="1044955",="55.43T06.C12",="1",USPS,first_class_mail,="9400111298370521855751",="3.28",="4.7",,,
="1044971",="55LB7200-NEW",="1",USPS,priority_mail,="9405511298370521857598",="8.5",="32",,,
="1044982",="68-32D27L-000-USED",="1",USPS,first_class_mail,="9400111298370521851739",="2.7",="3.7",="9",="7",="2"
="1044954",="3903-001083-NEW-249",="1",USPS,first_class_mail,="9400111298370521801796",="2.84",="3.6",,,
="1044985",="98003061083-NEW",="1",USPS,first_class_mail,="9400111298370521339329",="3.09",="3.8",="8",="6",="1"
="1044949",="WP3196262",="1",USPS,first_class_mail,="9400111298370521333389",="2.76",="1",,,
="1044968",="BN59-01301A-NEW-8",="1",USPS,first_class_mail,="9400111298370521335888",="2.84",="3.1",,,
="1044978",="RMT-24-NEW",="1",USPS,first_class_mail,="9400111298370521313473",="2.76",="2.7",,,
="1044957",="WB24T10164",="1",USPS,first_class_mail,="9400111298370521319758",="2.7",="3.4",,,
="1044973",="VizioCord-245",="1",USPS,first_class_mail,="9400111298370521310342",="2.84",="3.8",,,
="1044966",="EAD63505502",="1",USPS,first_class_mail,="9400111298370521311608",="2.68",="4",,,
="1044980",="EAD63505502-12",="1",USPS,first_class_mail,="9400111298370521343739",="2.68",="4",,,
="1044979",="RC-ALIR-NEW",="1",USPS,first_class_mail,="9400111298370521344699",="3.09",="2.5",,,
="1044958",="98003061083-REF",="1",USPS,first_class_mail,="9400111298370521340462",="2.7",="3",,,
="1044964",="DG96-00297A",="1",USPS,first_class_mail,="9400111298370521347645",="3.28",="5.6",,,
="1044961",="49S405-BLACK-USED",="1",USPS,first_class_mail,="9400111298370521346952",="3.88",="8.4",,,
="1044952",="AKB75095307-NEW-5",="1",USPS,first_class_mail,="9400111298370521341087",="3.09",="4",="9",="7",="2"
="1044963",="D32HN-D0-USED",="1",USPS,first_class_mail,="9400111298370521373859",="3.36",="4.9",,,
="1044972",="BN96-36499F-USED",="1",USPS,first_class_mail,="9400111298370521375846",="2.68",="4",,,
="1044948",="4A-LCD50E-CM1GTA",="1",USPS,first_class_mail,="9400111298370521370810",="3.63",="7.5",,,
="1044975",="BN44-00746A",="1",USPS,first_class_mail,="9400111298370521376560",="4.06",="8.8",,,
="1044965",="08-SS55TML-LC324AA",="1",USPS,first_class_mail,="9400111298370521399033",="3.88",="8.6",,,
="1044967",="67H1275",="1",USPS,first_class_mail,="9400111298370521392478",="4.33",="9.7",,,
="1044959",="1-895-676-11",="1",USPS,first_class_mail,="9400111298370521396124",="2.96",="3.8",,,
="1044976",="1-895-676-11",="1",USPS,first_class_mail,="9400111298370521323854",="2.7",="3.8",,,
="1044974",="1-895-676-11",="1",USPS,first_class_mail,="9400111298370521322864",="2.76",="3.7",,,
="1044953",="BN59-01298H-NEW",="1",USPS,first_class_mail,="9400111298370521320051",="3.22",="4.3",,,
="1044962",="BP96-01103A",="1",FEDEX,2day,="777514700010",="8.2",="32",,,
="1044970",="E500I-B1-STAND-NEW",="1",FEDEX,home_delivery,="777514724794",="13.06",="96",,,
="1044956",="USED-50L1400U",="1",FEDEX,home_delivery,="777514755201",="12.85",="112",,,
="1044986",="383EER3001V",="3",USPS,first_class_mail,="9400111298370521382288",="5.24",="13.2",,,
="1044987",="81-PWE065-H91",="1",USPS,priority_mail,="9405511298370521304078",="7.88",="32",,,
="1044990",="342911003613",="1",USPS,first_class_mail,="9400111298370521233856",="2.68",="4",="9",="7",="2"
="1044983",="DUNTKG477FM10",="1",USPS,first_class_mail,="9400111298370521243060",="3.96",="8.9",,,
="1044988",="U550CV-UMR-STAND-USED",="1",USPS,first_class_mail,="9400111298370521270806",="5.02",="14.9",,,
="1044984",="B12094105",="1",USPS,first_class_mail,="9400111298370521293478",="3.82",="9",,,
="1044989",="250339",="1",USPS,priority_mail,="9405511298370521227452",="7.99",="48",,,
="1044991",="AKB75375604-NEW-5",="1",USPS,first_class_mail,="9400111298370521286654",="2.7",="3.8",,,
="1044993",="056.04243.G041",="1",FEDEX,home_delivery,="777516442662",="11.59",="48",,,
="1044992",="WE55UDT108-NEW",="1",USPS,first_class_mail,="9400111298370521579862",="3.28",="7.2",,,
="1044994",="BN81-17669A",="1",USPS,first_class_mail,="9400111298370521592779",="5.53",="15.5",,,
="1044995",="RCA43",="1",USPS,first_class_mail,="9400111298370521159156",="3.28",="7.7",,,
="1044996",="TDG-500P-2-USED",="2",USPS,first_class_mail,="9400111298370521168936",="3.85",="8.8",,,
="1044999",="49LF421U19-NEW",="1",USPS,priority_mail,="9405511298370521166805",="7.65",="16",,,
="1044997",="BN96-38964W-BN96-35223A-72-1",="1",USPS,priority_mail,="9405511298370521185806",="10.33",="80",,,
="1045001",="QN75Q60RAF-NEW",="1",FEDEX,2day,="777523086651",="8.2",="32",,,
="1045002",="756TXFCB0QK0240",="1",USPS,priority_mail,="9405511298370521912624",="7.42",="32",,,
="1045004",="A14041303",="1",USPS,first_class_mail,="9400111298370521942284",="3.96",="10.2",,,
="1045000",="D70-D3-NEW",="1",USPS,priority_mail,="9405511298370521979139",="8.5",="32",,,
="1045005",="PROSCAN-REM-V1-NEW",="1",USPS,priority_mail,="9405511298370521971737",="6.95",="11.2",,,
="1045003",="A-2063-833-A",="1",USPS,first_class_mail,="9400111298370521991916",="3.2",="4.5",,,
="1045006",="A-2068-395-B",="1",USPS,priority_mail,="9405511298370521956697",="9.7",="32",,,
="1044998",="1131319",="1",USPS,first_class_mail,="9400111298370521985687",="3.36",="6",,,
="1045007",="14720",="1",USPS,first_class_mail,="9400111298370521905081",="3.28",="4.9",,,
="1045008",="SE39UY04-USED",="1",FEDEX,home_delivery,="777524335655",="12.7",="64",,,
="1045009",="18321",="1",USPS,first_class_mail,="9400111298370523046225",="4.33",="10.3",,,
="1045010",="A4AFTMMA-001",="1",USPS,first_class_mail,="9400111298370523075423",="4.94",="13.8",,,
="1045011",="BN96-28772A-28773A-1",="1",USPS,priority_mail,="9405511298370523872568",="6.95",="15.7",,,
="1045012",="BN91-18726A-USED",="1",FEDEX,2day,="777527976867",="8.2",="32",,,
="1045013",="55.42T08.C27",="1",USPS,priority_mail,="9405511298370523302720",="6.95",="8",,,
="1045056",="UN75J630DSTAND",="1",USPS,priority_mail,="9405511298370592178110",="8.81",="64",,,
="1045042",="EAY63168603",="1",FEDEX,home_delivery,="779745379179",="12.26",="64",,,
="1045015",="756TXHCB01K0450",="1",USPS,first_class_mail,="9400111298370592198887",="5.02",="13.5",,,
="1045063",="BN94-12041A",="1",USPS,first_class_mail,="9400111298370592124886",="5.53",="14.4",,,
="1045196",="342911003613",="1",USPS,priority_mail,="9405511298370592120270",="6.95",="3",="9",="7",="2"
="1045084",="LED40G45RQ-USED",="1",FEDEX,ground,="779745512921",="8.81",="32",,,
="1045071",="55.50T32.C01",="1",USPS,first_class_mail,="9400111298370592154838",="2.7",="2.5",,,
="1045073",="55.55T32.C12",="1",USPS,first_class_mail,="9400111298370592150878",="2.7",="2.9",,,
="1045020",="EBR73749601",="1",USPS,first_class_mail,="9400111298370592157372",="2.76",="2.9",,,
="1045078",="6871L-5002B",="1",USPS,first_class_mail,="9400111298370592163199",="2.7",="3.8",,,
="1045031",="55.50T28.C03",="1",USPS,first_class_mail,="9400111298370592165575",="3.09",="2.5",="8",="6",="1"
="1045032",="6871L-5283A",="1",USPS,first_class_mail,="9400111298370592168002",="2.76",="2.5",,,
="1045044",="55.50T32.C11",="1",USPS,first_class_mail,="9400111298370592161072",="2.84",="2",,,
="1045104",="65EF9500UA-SCREWS",="1",USPS,priority_mail,="9405511298370592184951",="6.95",="4",,,
="1045052",="35-D076641",="1",USPS,first_class_mail,="9400111298370592182480",="2.76",="2",,,
="1045053",="MAM636648",="1",USPS,first_class_mail,="9400111298370592181261",="5.02",="14",,,
="1045024",="101018E0020-NEW",="1",USPS,priority_mail,="9405511298370592104393",="6.95",="8",,,
="1045048",="101018E0056-NEW",="1",USPS,first_class_mail,="9400111298370592101214",="2.68",="2.2",,,
="1045054",="TAMDJ4S50",="1",USPS,first_class_mail,="9400111298370592433582",="2.7",="2.7",,,
="1045057",="AY155D-4SF51",="1",USPS,priority_mail,="9405511298370592432571",="7.88",="32",,,
="1045023",="A-2037-764-A",="1",USPS,first_class_mail,="9400111298370592436262",="3.96",="9.4",,,
="1045019",="BN96-30065A",="1",USPS,first_class_mail,="9400111298370592413218",="2.68",="1.9",,,
="1045058",="BN95-01336A",="1",USPS,first_class_mail,="9400111298370592414079",="3.18",="6.2",,,
="1045075",="1-487-340-11",="1",USPS,priority_mail,="9405511298370592417882",="9.26",="48",,,
="1045082",="QN55Q7FAMFXZA-NEW",="1",USPS,priority_mail,="9405511298370592449234",="39.34",="176",,,
="1045094",="UN60KU6300FXZA-USED",="1",FEDEX,home_delivery,="779745981565",="12.96",="160",,,
="1045088",="48-55-EH-RECT-NEW-7",="1",FEDEX,home_delivery,="779746009674",="16.7",="128",,,
="1045182",="47LN5700-NEW",="1",FEDEX,home_delivery,="779746037218",="15.07",="80",,,
="1045026",="E500I-B1-STAND-NEW",="1",FEDEX,home_delivery,="779746144418",="11.74",="82",,,
="1045030",="791.02410.A002",="1",FEDEX,home_delivery,="779746174535",="12.05",="34",,,
="1045039",="A-2170-503-A",="1",FEDEX,home_delivery,="779746246207",="11.59",="32",,,
="1045016",="09-60CAP080-01",="1",USPS,priority_mail,="9405511298370592459578",="8.34",="48",,,
="1045040",="B14080282",="1",USPS,first_class_mail,="9400111298370592456901",="3.18",="6.8",,,
="1045043",="49S405-NEW",="1",USPS,priority_mail,="9405511298370592463735",="6.95",="32",,,
="1045037",="EAT63435701",="1",USPS,first_class_mail,="9400111298370592468140",="2.76",="1",,,
="1045021",="43UK6500UA-NEW",="1",USPS,first_class_mail,="9400111298370592484454",="3.2",="4.7",,,
="1045014",="1-895-676-11",="1",USPS,first_class_mail,="9400111298370592480586",="3.09",="2.8",,,
="1045064",="LJ94-28005C",="1",USPS,first_class_mail,="9400111298370592486601",="2.7",="2.7",,,
="1045069",="AKB74915384-NEW-12",="1",USPS,first_class_mail,="9400111298370592403066",="2.76",="3.5",,,
="1045062",="SANSUIREM-1-NEW",="1",USPS,first_class_mail,="9400111298370592639359",="2.68",="3.2",,,
="1045036",="RMF-TX500U-NEW",="1",USPS,first_class_mail,="9400111298370592634552",="3.63",="4.4",,,
="1045059",="08-CS55CUN-OC411AA-1",="1",USPS,priority_mail,="9405511298370592630137",="6.95",="12",,,
="1045017",="HU-RCRUS-20G-NEW",="1",USPS,priority_mail,="9405511298370592636641",="6.95",="8",,,
="1045046",="PROSCAN-REM-V1-USED",="1",USPS,first_class_mail,="9400111298370592613380",="2.68",="2.6",,,
="1045051",="BN59-01301A-NEW-8",="1",USPS,first_class_mail,="9400111298370592612819",="2.76",="3.2",,,
="1045027",="BN59-01301A-NEW-8",="1",USPS,first_class_mail,="9400111298370592618576",="2.7",="3.3",,,
="1045070",="CIR-SQU-7",="1",USPS,first_class_mail,="9400111298370592611928",="2.84",="3.5",,,
="1045055",="IF_5992A6A8",="1",USPS,first_class_mail,="9400111298370592643950",="2.7",="3.7",,,
="1045050",="EAD63505502-3",="1",USPS,first_class_mail,="9400111298370592645350",="2.7",="3.7",,,
="1045022",="BN94-12734A",="1",USPS,first_class_mail,="9400111298370592647965",="5.12",="14",,,
="1045170",="755.00302.A001",="1",USPS,first_class_mail,="9400111298370599821702",="3.85",="9.4",,,
="1045199",="08-L141WA2-PW220AB",="1",USPS,first_class_mail,="9400111298370599858159",="5.12",="15.8",,,
="1045150",="55.64S03.DE0",="1",USPS,first_class_mail,="9400111298370599851815",="4.06",="9.4",,,
="1045125",="08-L141WA2-PW220AB",="1",USPS,first_class_mail,="9400111298370599864686",="5.02",="15.8",,,
="1045117",="EAY62169602",="4",FEDEX,home_delivery,="779749295097",="13.92",="128",,,
="1045186",="E70-F3-USED",="1",FEDEX,2day,="779749359390",="8.2",="32",,,
="1045122","FHD FBC REV02 2016.05.31",="1",FEDEX,ground,="779749337318",="8.81",="32",,,
="1045068",="BN95-01942A",="1",USPS,first_class_mail,="9400111298370599808185",="3.36",="7.9",,,
="1045165",="08-L14TWA2-PW220AN",="1",USPS,first_class_mail,="9400111298370599802725",="5.24",="12.2",,,
="1045018",="67H1278",="1",USPS,first_class_mail,="9400111298370599801377",="3.88",="9.9",,,
="1045146",="75UJ6450-UD-USED",="1",USPS,priority_mail,="9405511298370599338944",="7.88",="32",,,
="1045204",="WPW10058460",="1",USPS,first_class_mail,="9400111298370599319780",="3.18",="5.2",,,
="1045183",="08-L14TWA2-PW220AN",="1",FEDEX,2day,="779749492038",="8.2",="32",,,
="1045190",="D70-D3-NEW",="1",USPS,priority_mail,="9405511298370599318335",="8.5",="32",,,
="1045142",="316404302",="1",USPS,priority_mail,="9405511298370599345690",="8.34",="48",,,
="1045092",="261502008850",="1",USPS,first_class_mail,="9400111298370599340975",="4.06",="9.3",,,
="1045197",="QN75Q70RAF-NEW",="1",FEDEX,home_delivery,="779749607070",="12.7",="64",,,
="1045079",="EAY62512701",="1",USPS,priority_mail,="9405511298370599374553",="9.26",="48",,,
="1045205",="1-474-487-11",="1",USPS,priority_mail,="9405511298370599371279",="10.86",="18",,,
="1045148",="A3RTCMPW-001",="1",USPS,first_class_mail,="9400111298370599394589",="5.02",="14.7",,,
="1045095",="UN40J5200AF-USED",="1",USPS,priority_mail,="9405511298370599398399",="9.12",="80",,,
