SKU,UPC,Title,Primary Supplier,Brand,Warehouse,Location,Quantity,Last Known Location
"EBT64553102","680196568326","LG 75SJ8570-UB Main Board (EAX67183603) EBT64553102","Unknown","LG","3130","C1-4-6-3","3","C1-4-6-3"
"EBT64053402","680196567725","LG 79UX970H-UA Main Board (LC790EQF-FHM1, EAX66705906) EBT64053402","Unknown","LG","3130","C1-4-6-3","1","C1-4-6-3"
"756TXFCB02K018","680196575287","Vizio D32H-C1 Main Board (XFCB02K018) 756TXFCB02K018","Unknown","Vizio","3130","B1-4-2-4","1","B1-4-2-4"
"EBU64122301","680196569361","LG 88BH7D-BF AUSOLH Main Board (LD880DN(UK)(A1), EAX67494303) EBU64122301","Unknown","LG","3130","C1-4-5-4","2","C1-4-5-4"
"BN96-46074P-N","680196569514","Samsung QN65Q9FNAFXZA One Connect (BN44-00935B, BN39-02395A) BN96-46074P NEW","Unknown","Samsung","3130","E1-6-4-1","9","E1-6-4-1"
"BN96-46074P-N","680196569514","Samsung QN65Q9FNAFXZA One Connect (BN44-00935B, BN39-02395A) BN96-46074P NEW","Unknown","Samsung","3130","E1-6-4-3","9","E1-6-4-1"
"BN96-44628X-U","680196569545","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X USED","Unknown","Samsung","3130","E1-8-2-2","2","E1-8-2-2"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","CHOP1","U4-1-3-1","1","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-6-2-1","10","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-6-3-5","6","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-7-4-5","2","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-8-1-5","7","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-8-2-5","5","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-8-5-1","1","E1-8-5-1"
"BN96-44628X-N","680196569538","Samsung QN75Q9FNAFXZA One Connect (BN44-00937A, BN39-02395A) BN96-44628X NEW","Unknown","Samsung","3130","E1-8-5-2","1","E1-8-5-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","CHOP1","U4-1-3-1","8","E1-7-3-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","CHOP1","U4-2-4-1","1","E1-7-3-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","3130","E1-5-4-3","3","E1-7-3-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","3130","E1-7-3-1","1","E1-7-3-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","3130","E1-7-4-5","2","E1-7-3-1"
"BN96-44628W-U","680196569606","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W USED","Unknown","Samsung","3130","E1-8-1-1","2","E1-7-3-1"
"BN96-44628W-N","680196569590","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W NEW","Unknown","Samsung","3130","E1-7-3-1","2","E1-7-3-1"
"BN96-44628W-N","680196569590","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W NEW","Unknown","Samsung","3130","E1-7-4-5","4","E1-7-3-1"
"BN96-44628W-N","680196569590","Samsung QN65Q9FNAFXZA One Connect (BN44-00936A, BN39-02395A) BN96-44628W NEW","Unknown","Samsung","3130","E1-8-1-1","6","E1-7-3-1"
"BN96-44628U-U","680196569569","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U USED","Unknown","Samsung","CHOP1","U4-1-3-1","6","E1-5-5-1"
"BN96-44628U-U","680196569569","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U USED","Unknown","Samsung","3130","E1-5-5-1","2","E1-5-5-1"
"BN96-44628U-U","680196569569","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U USED","Unknown","Samsung","3130","E1-6-2-5","4","E1-5-5-1"
"BN96-44628U-U","680196569569","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U USED","Unknown","Samsung","3130","E1-6-5-5","2","E1-5-5-1"
"BN96-44628U-N","680196569552","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U NEW","Unknown","Samsung","3130","E1-6-3-5","4","E1-7-4-3"
"BN96-44628U-N","680196569552","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U NEW","Unknown","Samsung","3130","E1-6-4-5","10","E1-7-4-3"
"BN96-44628U-N","680196569552","Samsung QN65Q7FNAFXZA One Connect (BN44-00934A, BN39-02395A) BN96-44628U NEW","Unknown","Samsung","3130","E1-7-5-4","1","E1-7-4-3"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","CHOP1","X4-5-4-4","3","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B1-3-5-3","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B1-4-2-2","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B1-5-4-3","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B1-5-5-1","2","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B2-1-3-4","7","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B2-2-1-2","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B2-3-2-1","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B2-3-2-2","1","B2-3-2-2"
"791.02H10.0004","680196569316","Vizio E50-F2 LWZ2WYMU Main Board (75502H010004) 791.02H10.0004","Unknown","Vizio","3130","B2-5-1-5","1","B2-3-2-2"
"756TXHCB0QK013","680196569330","Vizio E50-E1 Main Board (XHCB0QK013) 756TXHCB0QK013","Unknown","Vizio","CHOP1","X4-3-2-3","1","B1-4-4-4"
"756TXHCB0QK013","680196569330","Vizio E50-E1 Main Board (XHCB0QK013) 756TXHCB0QK013","Unknown","Vizio","CHOP1","X4-4-4-5","1","B1-4-4-4"
"756TXHCB0QK013","680196569330","Vizio E50-E1 Main Board (XHCB0QK013) 756TXHCB0QK013","Unknown","Vizio","3130","B1-5-1-4","1","B1-4-4-4"
"756TXHCB0QK013","680196569330","Vizio E50-E1 Main Board (XHCB0QK013) 756TXHCB0QK013","Unknown","Vizio","3130","B1-6-4-2","7","B1-4-4-4"
"756TXFCB02K0700","680196569347","Vizio E50-C1 Main Board (XFCB02K0700) 756TXFCB02K0700","Unknown","Vizio","3130","B1-4-6-2","1","D1-5-4-4"
"756TXFCB02K0700","680196569347","Vizio E50-C1 Main Board (XFCB02K0700) 756TXFCB02K0700","Unknown","Vizio","3130","B2-1-1-5","1","D1-5-4-4"
"756TXFCB02K0700","680196569347","Vizio E50-C1 Main Board (XFCB02K0700) 756TXFCB02K0700","Unknown","Vizio","3130","B2-2-3-3","1","D1-5-4-4"
"756TXFCB02K0700","680196569347","Vizio E50-C1 Main Board (XFCB02K0700) 756TXFCB02K0700","Unknown","Vizio","3130","D1-5-4-4","1","D1-5-4-4"
"1-897-244-11","680196569415","Sony KD50X690E Power Supply (PLTVHY401XACB) 1-897-244-11","Unknown","Sony","3130","D2-7-2-5","21","D2-7-5-3"
"1-897-244-11","680196569415","Sony KD50X690E Power Supply (PLTVHY401XACB) 1-897-244-11","Unknown","Sony","3130","D2-7-5-3","4","D2-7-5-3"
"1-474-579-12","680196569613","Sony XBR-75Z9D Power Supply (APS-371) 1-474-579-12","Unknown","Sony","CHOP1","X3-1-1-3","1","X3-1-1-3"
"1-474-690-11","680196569392","Sony XBR-75X850E GL73 Power Supply (APS-415) 1-474-690-11","Unknown","Sony","3130","B2-6-6-3","1","B2-6-6-3"
"1-474-690-11","680196569392","Sony XBR-75X850E GL73 Power Supply (APS-415) 1-474-690-11","Unknown","Sony","3130","D2-5-1-1","1","B2-6-6-3"
"1-474-690-11","680196569392","Sony XBR-75X850E GL73 Power Supply (APS-415) 1-474-690-11","Unknown","Sony","3130","D2-6-5-2","1","B2-6-6-3"
"1-474-690-11","680196569392","Sony XBR-75X850E GL73 Power Supply (APS-415) 1-474-690-11","Unknown","Sony","3130","D2-7-1-2","21","B2-6-6-3"
"1-474-690-11","680196569392","Sony XBR-75X850E GL73 Power Supply (APS-415) 1-474-690-11","Unknown","Sony","3130","D2-7-2-2","1","B2-6-6-3"
"QN55Q8FNBFXZA-STAND-USED","680196569620","Samsung QN55Q8FNBFXZA QN49Q65FNF QN55Q65FNF Stand Legs-USED(BN96-45996B)","Unknown","Samsung","3130","E2-8-3-5","1","E2-8-3-5"
"QN55Q8FNBFXZA-STAND-NEW","680196560627","Samsung QN55Q8FNBFXZA QN49Q65FNF QN55Q65FNF Stand Legs-NEW(BN96-45996B)","Unknown","Samsung","3130","E2-4-3-1","3","E2-4-3-1"
"BN39-02189A-NEW","682318231934","OEM Genuine Samsung AV Adapter Cable Accessory -  BN39-02189A - New","Unknown","Samsung","3130","A1-11-5-3","56","A1-11-5-3"
"XBR-75X940E-NEW","680196544139","Sony XBR-75X940E Stand W/Screws - New","Unknown","Sony","3130","B1-7-7-1","1","B1-7-7-1"
"A-2165-797-A","680196565363","Sony XBR-55X800E XBR-49X800E XBR-43X800E Main Board A-2165-797-A","Unknown","Sony","CHOP1","W3-3-4-2","1","D2-4-2-3"
"A-2165-797-A","680196565363","Sony XBR-55X800E XBR-49X800E XBR-43X800E Main Board A-2165-797-A","Unknown","Sony","CHOP1","W3-3-4-4","3","D2-4-2-3"
"A-2165-797-A","680196565363","Sony XBR-55X800E XBR-49X800E XBR-43X800E Main Board A-2165-797-A","Unknown","Sony","3130","D2-4-2-3","5","D2-4-2-3"
"A-2094-445-A","680196539838","Sony XBR-65Z9D XBR-75Z9D BM2 Main Board (A2094379A) A-2094-445-A","Unknown","Sony","CHOP1","V4-2-1-2","1","X3-1-4-2"
"A-2094-445-A","680196539838","Sony XBR-65Z9D XBR-75Z9D BM2 Main Board (A2094379A) A-2094-445-A","Unknown","Sony","CHOP1","X3-1-4-2","1","X3-1-4-2"
"A-2094-445-A","680196539838","Sony XBR-65Z9D XBR-75Z9D BM2 Main Board (A2094379A) A-2094-445-A","Unknown","Sony","3130","D2-4-2-1","4","X3-1-4-2"
"A-2094-445-A","680196539838","Sony XBR-65Z9D XBR-75Z9D BM2 Main Board (A2094379A) A-2094-445-A","Unknown","Sony","3130","D2-6-1-5","1","X3-1-4-2"
"A-2094-445-A","680196539838","Sony XBR-65Z9D XBR-75Z9D BM2 Main Board (A2094379A) A-2094-445-A","Unknown","Sony","3130","D2-8-5-4","2","X3-1-4-2"
"DP39D14-STAND-USED","680196569743","Sanyo DP39D14 Stand Base W/Screws - USED","Unknown","Sanyo","3130","F2-7-4-1","1","F2-7-4-1"
"BN95-04323A","680196565110","Samsung UN82MU8000FXZA T-Con Board (CY-SM082FLLV7H, BN97-13220A) BN95-04323A","Unknown","Samsung","CHOP1","V3-6-2-2","1","V3-6-2-2"
"BN95-04323A","680196565110","Samsung UN82MU8000FXZA T-Con Board (CY-SM082FLLV7H, BN97-13220A) BN95-04323A","Unknown","Samsung","3130","C1-7-3-2","1","V3-6-2-2"
"BN95-04323A","680196565110","Samsung UN82MU8000FXZA T-Con Board (CY-SM082FLLV7H, BN97-13220A) BN95-04323A","Unknown","Samsung","3130","C1-8-3-5","9","V3-6-2-2"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-4-1","1","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-6-3","1","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-6-4","4","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-6-5","3","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-6-6","2","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-7-3","8","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U3-7-4","1","B2-8-6-1"
"UN82MU8000FXZA-NEW","680196553551","Samsung UN82MU8000FXZA  Stand Legs - New","Unknown","Samsung","CHOP1","U4-5-3-1","2","B2-8-6-1"
"UN50HU6950-USED","680044118468","Samsung UN50HU6950F UN55HU6950F Stand Base W/Screws - USED","Unknown","Samsung","3130","P1-2-5-1","7","P1-2-5-1"
"UN50HU6950-USED","680044118468","Samsung UN50HU6950F UN55HU6950F Stand Base W/Screws - USED","Unknown","Samsung","3130","P1-3-5-1","3","P1-2-5-1"
"158279900-NEW","680196534482","NEW Epson Projector Remote (158279900) for EB G6050W, EB 4950WU & EB 4750W","Unknown","Epson","3130","I1-3-15","2","I1-3-21"
"158279900-NEW","680196534482","NEW Epson Projector Remote (158279900) for EB G6050W, EB 4950WU & EB 4750W","Unknown","Epson","3130","I1-3-4","1","I1-3-21"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","R4-4-3-3","5","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","V3-4-4-4","2","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","V3-5-3-2","4","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","V4-6-4-3","1","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","V4-7-5-3","1","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","W3-5-4-2","1","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","W4-3-4-2","1","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","CHOP1","Y4-7-11-1","39","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","3130","A1-1-3-2","6","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","3130","A1-2-1-3","20","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","3130","A1-4-2-2","11","W3-5-4-2"
"BN94-05917S","682318228019","Samsung UN40EH5300FXZA Main Board BN94-05917S","Unknown","Samsung","3130","A1-8-4-2","11","W3-5-4-2"
"X325BV-FSR-REM-NEW","680196561464","Sceptre U550CV-UMR X325BV-FSR U405CV-UMR X505BV-FSR TV Remote Control NEW","Unknown","Sceptre","3130","A1-11-5-1","103","A1-11-5-1"
"A-2194-265-A","680196569798","Sony XBR-55X900E JK Power Input (A2170959A) A-2194-265-A","Unknown","Sony","3130","C2-4-6-2","13","D2-6-3-3"
"A-2194-265-A","680196569798","Sony XBR-55X900E JK Power Input (A2170959A) A-2194-265-A","Unknown","Sony","3130","C2-8-2-3","2","D2-6-3-3"
"A-2194-265-A","680196569798","Sony XBR-55X900E JK Power Input (A2170959A) A-2194-265-A","Unknown","Sony","3130","D2-6-3-3","14","D2-6-3-3"
"A-2184-653-B","680196569729","Sony KD-43X720E JK Power Input (1-981-457-12) A-2184-653-B","Unknown","Sony","3130","C2-4-6-2","1","D2-4-4-3"
"A-2184-653-B","680196569729","Sony KD-43X720E JK Power Input (1-981-457-12) A-2184-653-B","Unknown","Sony","3130","D2-4-4-3","3","D2-4-4-3"
"A-2184-653-B","680196569729","Sony KD-43X720E JK Power Input (1-981-457-12) A-2184-653-B","Unknown","Sony","3130","D2-6-3-3","1","D2-4-4-3"
"A-2170-728-A","680196569712","Sony XBR-49X800E JK Power Input (1-981-457-12) A-2170-728-A","Unknown","Sony","CHOP1","V3-7-5-4","6","D2-6-3-3"
"A-2170-728-A","680196569712","Sony XBR-49X800E JK Power Input (1-981-457-12) A-2170-728-A","Unknown","Sony","CHOP1","W3-2-4-5","2","D2-6-3-3"
"A-2170-728-A","680196569712","Sony XBR-49X800E JK Power Input (1-981-457-12) A-2170-728-A","Unknown","Sony","3130","C2-8-2-3","2","D2-6-3-3"
"A-2170-728-A","680196569712","Sony XBR-49X800E JK Power Input (1-981-457-12) A-2170-728-A","Unknown","Sony","3130","D2-6-3-3","7","D2-6-3-3"
"A-2167-839-A","680196569811","Sony XBR-49X900E JK Power Input (A2167839A) A-2167-839-A","Unknown","Sony","CHOP1","V3-6-7-3","1","D2-4-4-3"
"A-2167-839-A","680196569811","Sony XBR-49X900E JK Power Input (A2167839A) A-2167-839-A","Unknown","Sony","3130","D2-4-4-3","1","D2-4-4-3"
"A-2167-839-A","680196569811","Sony XBR-49X900E JK Power Input (A2167839A) A-2167-839-A","Unknown","Sony","3130","D2-6-3-3","2","D2-4-4-3"
"A-2170-129-A","680196569668","Sony XBR-49X900E LED Driver (A2166065A) A-2170-129-A","Unknown","Sony","3130","A2-2-6-1","1","A2-2-6-1"
"A-2170-129-A","680196569668","Sony XBR-49X900E LED Driver (A2166065A) A-2170-129-A","Unknown","Sony","3130","C2-8-2-3","1","A2-2-6-1"
"A-2170-129-A","680196569668","Sony XBR-49X900E LED Driver (A2166065A) A-2170-129-A","Unknown","Sony","3130","D2-7-5-2","1","A2-2-6-1"
"A-2170-129-A","680196569668","Sony XBR-49X900E LED Driver (A2166065A) A-2170-129-A","Unknown","Sony","3130","D2-8-5-1","6","A2-2-6-1"
"3KRDK1S30","680196569699","Sony XBR-75Z9D T-Con Board (INNOLUX) 3KRDK1S30","Unknown","Sony","3130","C1-7-3-2","1","C1-7-3-2"
"3KRDK1S30","680196569699","Sony XBR-75Z9D T-Con Board (INNOLUX) 3KRDK1S30","Unknown","Sony","3130","C1-7-3-3","1","C1-7-3-2"
"3KRDK1S30","680196569699","Sony XBR-75Z9D T-Con Board (INNOLUX) 3KRDK1S30","Unknown","Sony","3130","C2-4-4-1","1","C1-7-3-2"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","CHOP1","V3-5-4-5","2","D2-7-4-5"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","CHOP1","W3-2-4-5","1","D2-7-4-5"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","CHOP1","X3-1-3-5","1","D2-7-4-5"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","3130","D2-7-4-5","2","D2-7-4-5"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","3130","D2-8-3-2","1","D2-7-4-5"
"A-2094-412-A","680196569682","Sony XBR-65Z9D XBR-75Z9D DPA Board (A2094412A) A-2094-412-A","Unknown","Sony","3130","D2-8-5-1","3","D2-7-4-5"
"1-897-242-11","680196569750","Sony KD-50X690E Main Board (XHCB02K0170) 1-897-242-11","Unknown","Sony","3130","D2-8-2-2","18","D2-8-2-2"
"A-2167-837-A","680196569644","Sony XBR-55A1E XBR-65A1E XBR-77A1E DKA Mount (A2167837A) A-2167-837-A","Unknown","Sony","CHOP1","V3-4-3-1","1","V3-4-3-1"
"A-2167-837-A","680196569644","Sony XBR-55A1E XBR-65A1E XBR-77A1E DKA Mount (A2167837A) A-2167-837-A","Unknown","Sony","3130","A2-2-6-1","1","V3-4-3-1"
"A-2167-837-A","680196569644","Sony XBR-55A1E XBR-65A1E XBR-77A1E DKA Mount (A2167837A) A-2167-837-A","Unknown","Sony","3130","D2-1-3-3","1","V3-4-3-1"
"A-2167-837-A","680196569644","Sony XBR-55A1E XBR-65A1E XBR-77A1E DKA Mount (A2167837A) A-2167-837-A","Unknown","Sony","3130","D2-8-3-2","2","V3-4-3-1"
"A-2167-837-A","680196569644","Sony XBR-55A1E XBR-65A1E XBR-77A1E DKA Mount (A2167837A) A-2167-837-A","Unknown","Sony","3130","D2-8-4-4","2","V3-4-3-1"
"A-2119-889-A","680196569675","Sony KDL-48W650D BBA Main Board (A2093500E) A-2119-889-A","Unknown","Sony","CHOP1","W3-3-4-3","2","D2-8-4-4"
"A-2119-889-A","680196569675","Sony KDL-48W650D BBA Main Board (A2093500E) A-2119-889-A","Unknown","Sony","3130","D2-8-4-4","8","D2-8-4-4"
"ELST3216H-REF","680196542968","Element E4SFT551 ELST3216H Remote With Pandora Youtube Netflix","Unknown","Element","3130","I1-2-30","2","I1-2-30"
"EN3R39H-NEW","680196563178","Hisense 49H6E 60H6E1 60H6030E Remote Control 4KNOW NetFlix EN3R39H - NEW","Unknown","Hisense","3130","I1-2-52","19","I1-2-52"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","CHOP1","V3-1-5-3","3","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","CHOP1","V3-5-5-4","1","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","CHOP1","W3-2-1-1","2","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","B2-5-4-2","8","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","B2-6-3-4","1","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","B2-6-6-3","1","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","D1-2-2-1","17","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","D1-7-5-5","3","V3-1-5-3"
"AY1RSMPW-001","680196565974","Philips 55PFL5402/F7A Power Supply (AY1R3MPW, AY1R5MPW) AY1RSMPW-001","Unknown","Philips","3130","D2-5-2-1","3","V3-1-5-3"
"UN55LS003AF-USED","680196548823","Samsung UN55LS003AF UN43LS003AF UN55LS03NAF Stand Legs - USED","Unknown","Samsung","3130","F1-6-2-3","7","F1-6-2-3"
"EBT64422301-1","680196563826","LG 60SJ8000-UA BUSYLJR Main Board EBT64422303","Unknown","Generic","3130","C1-7-2-2","2","D1-7-4-2"
"TY-49C-NEW","680196540773","Element E4SFT551 ELST3216H Smart Remote YouTube Vudu Pandora Netflix - NEW","Unknown","Element","3130","I1-1-18","1","I1-1-18"
"P32EE7-NEW","682318212667","NEW Upstar P32EE7 Remote","Unknown","Generic","3130","B1-6-7-1","1","B1-6-7-1"
"EN2AS27H-NEW","680196562515","Hisense 55DU6500 NetFlix Vudu YouTube Remote EN2AS27H - NEW","Unknown","Hisense","3130","I1-3-37","15","I1-3-37"
"BN59-01199F-NEW","682318250836","NEW Original Samsung UN40J5200AFXZA OEM Smart TV Remote Control BN59-01199F","Unknown","Samsung","3130","A1-11-2-5","43","A1-11-2-5"
"55SK9000-NEW","680196570510","LG 55SK9000 49SK9000 Stand Base W/Screws - NEW(AAN76429606 & ABA76529402)","Unknown","LG","3130","Q1-4-2-1","1","P1-1-1-1"
"55SK9000-NEW","680196570510","LG 55SK9000 49SK9000 Stand Base W/Screws - NEW(AAN76429606 & ABA76529402)","Unknown","LG","3130","Q1-4-2-2","2","P1-1-1-1"
"55SK9000-NEW","680196570510","LG 55SK9000 49SK9000 Stand Base W/Screws - NEW(AAN76429606 & ABA76529402)","Unknown","LG","3130","Q1-5-3-1","1","P1-1-1-1"
"75SK8070PUA-NEW","680196570558","LG 75SK8070PUA Stand Base W/Screws - NEW (ABA76668202 AAN76508605)","Unknown","LG","CHOP1","WHP-8-2-1","2","Q1-5-2-1"
"75SK8070PUA-NEW","680196570558","LG 75SK8070PUA Stand Base W/Screws - NEW (ABA76668202 AAN76508605)","Unknown","LG","CHOP1","WHP-8-4-3","1","Q1-5-2-1"
"111203300-NEW","680196542708","Vizio XRT136 Remote 00111203300 for M50-E1 M55-E0 M65-E0 M70-E3 M75-E1 - New","Unknown","Vizio","3130","I1-2-24","12","I1-2-24"
